GeneName	HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Doc2g	25	12	18	31
Cpeb4	643	569	742	650
Cpeb1	0	0	0	0
Cpeb3	12	29	15	13
Cpeb2	348	325	358	465
Plk1	107	121	119	175
Gm3704	37	23	53	68
Tmem178	0	0	0	0
Tmem179	0	0	0	0
Tmem177	442	520	422	445
Tmem174	1	0	0	0
Tmem175	1489	1202	1410	1422
Plk3	525	445	622	714
Tmem170	53	33	27	48
Tmem171	127	72	120	133
Nisch	4293	3899	4461	4354
2010012O05Rik	528	432	783	550
Hist1h1t	0	0	0	0
Tjp1	9	0	5	13
4930525G20Rik	1	0	2	1
Syde2	11	6	0	1
Syde1	64	95	26	228
Slc26a1	3	3	27	5
Slc26a2	799	409	426	494
Slc26a3	0	0	0	0
Slc26a4	1	0	6	3
Slc26a5	0	0	0	0
Slc26a6	200	157	129	151
Slc26a7	0	0	1	0
Slc26a8	1	5	0	12
Hist1h1e	27	104	76	111
Trim30e-ps1	0	0	27	0
Hist1h1a	9	8	7	5
Hist1h1b	5	3	4	8
Hist1h1c	61	63	55	99
Lime1	5284	5850	6861	7113
Ftsj2	214	106	146	182
Ftsj3	2702	3322	2808	3313
Ftsj1	468	569	367	519
Trnau1ap	1154	1112	1419	1382
Socs3	1081	1755	1355	2467
Socs2	268	140	328	332
Cenpc1	819	823	1249	980
Pilra	11	8	7	26
Vcam1	14	0	84	39
Prrxl1	0	0	0	0
Ksr1	97	117	111	103
Ksr2	1	10	3	5
St3gal3	205	141	154	122
St3gal2	336	350	321	211
St3gal1	904	932	779	794
St3gal6	4018	4142	3594	3784
St3gal5	5	8	1	15
St3gal4	1489	1435	1498	1801
Retn	0	0	0	0
BC024978	41	53	75	48
Gm8615	8	3	11	4
E130311K13Rik	234	262	308	337
Ptms	85	70	162	122
Phox2a	0	0	0	0
Phox2b	0	0	0	0
Gmppa	694	636	807	901
Gmppb	326	584	443	574
Kcnu1	0	0	6	8
Wiz	750	936	847	1112
Sharpin	1675	1635	2305	2126
Cd101	624	845	689	925
Cd109	3	0	7	3
Tnfrsf10b	44	55	51	64
Phf20l1	6215	5386	6491	6348
Gm10471	0	0	0	0
Mir3110	0	0	0	0
Mir3112	0	0	0	0
Mir3113	3	2	8	1
Apln	2	0	23	0
Aplf	272	184	274	185
Dbil5	0	6	8	12
Rpp40	159	199	232	310
Grp	0	0	0	0
Mir882	0	0	0	0
Pter	19	9	6	25
Mir880	0	0	0	0
Mir881	0	0	0	0
Tbc1d23	840	663	831	839
Pten	11204	13352	11507	12595
Mir299a	0	0	0	0
Tbc1d20	1169	1306	1058	1436
Tbc1d25	407	723	550	346
Tbc1d24	1	18	11	30
Grn	649	561	883	847
Gm16551	0	0	0	0
1810006J02Rik	59	113	133	92
6820431F20Rik	256	251	336	295
Dhx40	1267	1305	1475	1570
A730090N16Rik	15	6	2	5
Mir669b	0	0	0	0
Mir669c	0	0	0	3
Mir669d	0	0	4	0
Mir669e	1	0	0	0
Mir669f	0	0	3	0
Mir669g	0	0	0	0
Mir669h	0	0	0	0
Mir669i	0	0	0	0
Mir669j	0	0	0	0
Mir669k	0	0	0	0
Mir669l	0	0	5	0
Mir669n	6	8	15	7
Mir669o	0	0	0	0
Tbc1d2b	3825	3751	3421	3994
Calm4	0	0	0	0
Calm5	0	0	0	0
Calm2	8865	9169	9920	10437
Calm3	2559	2204	2839	2852
Calm1	41106	40744	42390	48450
Lce3d	0	0	0	0
Lce3e	0	0	0	0
Lce3f	0	0	0	0
Lce3a	0	0	0	0
Lce3b	0	0	0	0
Lce3c	0	0	0	0
Mir1843a	0	0	0	0
Mir1843b	0	0	0	0
Wtap	1991	1911	2267	2308
Mir3473a	9	4	1	1
Frmd8	9581	9821	9745	10275
Frmd5	2	11	9	16
Frmd6	842	541	824	747
Frmd7	549	618	582	684
Frmd3	0	0	5	3
Crtac1	0	3	0	0
Ccp110	445	329	280	413
AF067061	0	0	0	0
AF067063	0	0	0	0
Pafah2	31	3	31	63
Gpt2	6	29	9	10
Rad21	2590	2746	2617	3119
Atad2b	2077	2243	2084	2540
E2f7	14	0	94	18
E2f6	902	1180	1143	1091
E2f5	475	351	456	383
E2f4	2988	4034	3214	3536
E2f3	188	160	209	339
E2f2	414	310	707	642
E2f1	81	78	344	137
Top1mt	293	304	214	253
Csf1r	5	16	76	68
Vkorc1l1	573	641	716	614
Amtn	0	0	0	0
Garem	0	0	4	8
Katnbl1	753	664	798	902
Fam192a	2006	1939	2166	1778
Gmeb2	1102	1072	951	851
Gmeb1	463	391	513	571
Rs1	1	0	8	1
Aph1c	2	0	3	0
A530046M15Rik	0	2	0	0
Aph1a	569	545	598	662
Cemip	0	0	10	2
E130308A19Rik	219	305	184	294
Nkpd1	0	0	0	0
Gtpbp4	2726	2714	2358	3733
Gtpbp6	211	172	227	301
Gtpbp1	2022	2590	2129	2671
Gtpbp3	147	175	156	258
Gtpbp2	920	1043	1509	1530
Mir487b	0	0	0	0
Sv2c	33	12	15	17
Tril	0	0	0	0
Trio	161	265	246	490
Klc3	18	18	31	30
1600029I14Rik	0	0	0	0
Ubxn10	0	0	0	0
Ubxn11	389	522	705	634
Gm13102	0	0	0	0
Gm13103	0	0	0	0
Ktn1	1509	1266	2332	2451
Tomm7	1484	1460	1658	1816
Sbno1	8292	8832	8241	9260
Arpp19	1996	1878	1941	2482
Il1rapl1	1	0	0	0
Il1rapl2	3	0	8	0
Tbp	1210	1141	1214	1298
Emp2	0	0	0	0
Klhl3	21	64	25	45
4930448K20Rik	0	0	0	0
Emp1	899	530	837	462
Ptgs2	0	0	6	0
Ptgs1	3	6	29	13
Obfc1	839	813	864	1031
Lhfp	0	0	0	0
Rimbp2	0	0	0	0
Rimbp3	0	5	23	4
Mir138-2	0	0	0	0
Gm6525	1	1	6	2
Gm6524	0	0	2	0
Gm21859	7	0	0	0
Trhr2	0	0	0	1
Mir1967	1	0	0	0
Mir1966	0	0	0	0
Mir1964	3	0	0	5
Mir1963	0	0	0	0
Mir1962	0	0	0	0
Mir1961	0	0	0	0
Mir1960	1	0	0	0
Mir411	0	0	0	0
Mir410	0	0	0	0
Mir412	0	0	0	0
Mir1969	0	0	0	0
Mir1968	0	0	0	0
Trim12a	2905	3403	3585	3944
Trim12c	1499	1172	1906	1819
Smkr-ps	0	0	1	0
Spin2-ps1	0	0	0	0
Fpr-rs3	0	0	0	0
Cyp7a1	0	6	0	37
Cdkn2aipnl	4795	4522	4715	5369
Mir196b	0	0	0	0
4933429O19Rik	0	0	0	0
Dixdc1	119	102	93	183
Adora2a	1911	1660	1716	2133
A930009A15Rik	0	0	0	0
Gm5878	0	3	0	9
Slbp	3162	3424	3741	4540
BC035044	52	52	113	120
Platr26	0	0	0	0
Platr22	0	0	0	0
Platr20	0	0	0	0
Platr21	1	0	2	0
Olfr707	0	0	0	0
Olfr706	0	0	6	0
Olfr705	0	0	0	0
Olfr704	0	0	0	0
Olfr703	0	0	0	0
Olfr702	0	0	0	0
Olfr701	0	0	0	0
Olfr700	0	0	0	0
1600029O15Rik	0	1	12	0
Pax5	0	0	6	0
Pax4	0	0	0	0
Pax7	0	0	0	0
Pax6	1	30	15	0
Pax1	0	0	0	0
Pax3	0	0	0	0
Pax2	0	0	0	0
Flywch2	0	10	7	2
Pax8	0	0	0	0
Flywch1	1068	1349	1064	1364
U2af1	701	606	770	857
U2af2	2028	2221	1784	2232
Bahd1	833	1013	976	1473
Rtcb	5923	6958	6184	7332
Rtca	1035	911	1200	1284
Vcl	629	565	480	784
Vcp	6934	7586	7632	8345
Mum1l1	0	0	0	0
Gm8453	0	0	0	0
Fam71d	0	1	0	0
Fam71b	188	219	123	234
Eif4e1b	0	0	0	0
Gm14632	0	0	0	0
C730002L08Rik	0	0	0	0
Gm14634	4	2	5	3
Gm4832	1	3	2	1
Gm4836	0	0	0	0
4930590L20Rik	0	0	0	0
Rilp	7	0	0	0
Olfr411	0	0	0	0
Tmem167b	2392	2450	1994	2135
Gid4	1364	1572	985	1594
Mcoln3	110	58	66	134
Sympk	774	915	850	933
Gid8	3118	3540	3700	3792
Mapkap1	2336	2425	2548	2773
Rif1	4446	4154	4281	4695
Wrap53	565	484	505	509
Ano6	5594	5775	5802	5635
BC030867	0	3	25	6
Sh3kbp1	17022	16583	16550	18620
Kantr	1284	1421	993	1224
Apoa1bp	892	910	1196	1362
Fam207a	1077	1152	1113	1176
Krt17	0	0	0	0
Krt16	0	0	0	0
Krt15	0	0	0	0
Krt14	0	0	0	0
Krt13	0	0	0	0
Krt12	1	0	0	2
Krt10	70	42	34	40
Krt19	0	0	0	0
Krt18	14	0	10	1
1110020A21Rik	10	3	9	3
Eftud2	5533	6186	6286	7010
Eftud1	1107	1259	1190	1483
Atxn7l3b	2535	3066	2307	3156
H2bfm	0	0	0	0
Nedd8	1718	1939	1861	2317
Nedd9	9308	8033	9175	11711
Nedd1	1925	1817	1956	2327
Nedd4	3448	4540	4236	3878
Epb4.2	0	0	4	1
Hars2	1325	1502	1334	1602
C130079G13Rik	4	0	1	0
Spatc1	0	0	2	3
Cwf19l1	690	598	832	888
Cwf19l2	1367	1572	1019	1555
Meiob	0	0	1	0
Irf8	160	242	194	529
4930572O03Rik	0	0	0	0
Snord42b	1	5	5	5
Snord42a	2	0	1	0
4930413G21Rik	40	42	40	45
Nup205	1616	1757	1656	1727
Olfr1148	0	0	0	0
Olfr1145	0	0	0	0
Olfr1143	0	0	0	0
Sh3glb1	3093	3410	3875	4257
Olfr1141	0	0	0	0
Olfr1140	0	0	0	0
Mttp	12	8	50	3
Snord23	0	0	0	1
Snord22	8	27	11	11
Dusp28	110	181	160	195
Cib3	0	3	2	0
Cib1	1369	1130	1392	1461
Exph5	4	0	0	0
Cib4	0	0	0	0
Dusp21	0	0	0	0
Dusp22	363	293	485	436
Dusp23	78	103	82	110
Dusp26	0	0	3	0
Dusp27	0	0	0	0
Plb1	0	0	2	0
Bc1	6	4	3	3
Gm20172	0	0	0	0
Chdh	0	1	0	15
Plin4	4	0	12	1
Plin5	15	0	20	29
1700028P14Rik	0	0	0	6
Plin3	1169	1735	1323	1880
Med15	3669	3407	3286	3977
Bcr	560	529	467	476
Chd1	4797	4599	4464	4929
Spidr	660	703	814	733
Chd3	3857	3860	4280	5433
Chd2	2489	2467	2651	2687
Chd5	21	4	3	6
Zc3h7b	149	118	128	134
Chd7	6413	6964	6576	7722
Chd6	1557	1682	1830	1851
Chd9	1449	1340	1819	2061
Chd8	1907	2104	2576	2322
4930567K20Rik	0	0	0	3
Nob1	1236	1160	1326	1502
Ppp6r2	715	373	570	525
Ppp6r3	4000	4390	4639	4956
Ppp6r1	12105	14017	12476	14772
B430319G15Rik	5	3	0	11
Flcn	1999	2310	1982	1649
Sh2d2a	7757	7991	8167	10766
Fam217a	0	1	13	21
Engase	355	272	298	364
Thrap3	4407	4172	5387	5673
Tecpr1	5174	5472	5046	6068
Tecpr2	159	364	251	236
Cyp2d12	0	0	0	0
Cyp2d13	0	0	0	0
Cyp2d10	0	0	0	0
Cyp2d11	0	0	0	0
Thegl	0	0	0	0
Mir194-1	6	0	3	0
Mir194-2	0	0	0	0
Dtx4	740	819	613	1107
Gm16442	0	0	0	0
Gm16445	0	0	0	0
Dr1	2175	1774	1346	2465
Clcn1	3	0	0	0
Zfp36l3	0	0	0	0
Adh1	8	0	0	0
Adh7	0	0	0	0
Adh5	2787	3211	3257	3679
Adh4	0	0	0	0
C230035I16Rik	0	0	0	0
C030023E24Rik	3	0	7	4
Gpihbp1	0	0	0	0
Fer1l4	0	0	0	0
Fer1l5	184	218	85	157
Xxylt1	813	869	992	856
4833419F23Rik	4	6	4	9
Hiatl1	7096	5533	5832	6480
Ccdc169	2	13	6	1
Rasd2	0	0	0	0
Rasd1	0	0	0	0
Gm10845	0	0	0	0
Ccdc160	0	0	0	0
Sgms1	2954	2853	2219	1833
4833428L15Rik	0	0	0	0
Insrr	0	0	0	21
Wdr8	715	917	608	875
Ankrd6	21	1	2	0
Ankrd7	0	0	8	0
Ankrd1	2	0	4	0
Ankrd2	0	0	0	0
Avp	0	0	0	0
Ankrd9	88	113	108	104
Omt2a	0	0	0	0
Ndufa10	3328	3400	3544	4343
Ndufa11	1293	1334	1512	1625
Ndufa12	970	1119	1060	1451
Ndufa13	3916	3954	4229	5732
Ap5b1	489	592	502	625
Resp18	0	0	0	0
Abcd1	1325	1412	1666	2198
Abcd3	1291	1146	1070	1102
Abcd2	1	0	0	0
Abcd4	270	243	469	335
Pomp	3100	2984	3034	4220
Mocs3	359	372	388	420
Mocs2	596	754	680	753
Mocs1	424	497	507	557
Tmsb15b1	34	25	38	71
Pomc	13	14	30	35
Gm9731	0	0	0	0
Pomk	711	802	659	515
Lyplal1	0	0	4	0
Mir92b	0	0	0	0
B430212C06Rik	76	64	46	53
4930447J18Rik	0	0	0	0
Corin	12	30	24	47
Atp1b4	1	0	4	0
Atp1b2	0	5	0	39
Atp1b3	21020	19087	21484	19763
Atp1b1	53	19	6	26
Mir6715	0	0	0	0
Gm14436	10	16	18	15
Gm14434	0	0	0	0
Ccny	1664	1824	1272	1508
Gm14431	0	0	0	0
Gm14430	0	0	0	0
Olfr1428	0	0	0	0
Ugt1a6b	0	0	0	0
Ugt1a6a	0	0	0	0
Ccnc	1517	1306	1416	1379
Olfr1420	0	0	0	0
Prb1	0	0	0	0
Olfr1423	0	0	1	0
Olfr1424	0	0	0	0
Olfr1425	0	0	0	0
Olfr1426	0	0	0	0
Olfr1427	0	0	0	0
4930444M15Rik	0	0	0	0
Olfr878	0	0	0	0
Olfr871	0	0	0	0
Olfr870	0	0	6	0
Olfr873	0	0	0	0
Olfr872	0	0	0	0
Olfr875	0	0	0	0
Olfr874	0	0	0	0
Olfr877	0	0	0	0
Olfr876	0	0	0	0
Higd2a	683	762	763	970
Gm15386	0	0	0	0
Gm12171	0	4	0	0
A330015K06Rik	0	0	6	0
Wdr78	61	93	33	92
Wdr70	499	616	490	607
Wdr73	572	788	629	671
Wdr72	0	0	0	0
Wdr75	1914	2188	2056	2331
Wdr74	989	1129	1258	1410
Wdr77	1872	1977	1895	2244
Wdr76	213	165	245	212
Fam65c	20	0	26	41
Fam65b	30893	28610	30674	31517
Fam65a	708	771	564	846
Cyp46a1	0	0	0	0
Ptcd2	1572	1860	1397	2079
Ptcd3	2505	2776	2700	2858
4933402D24Rik	2	1	2	3
Ptcd1	933	1015	1061	1138
Tdrd9	0	0	0	0
Tdrd3	1011	1436	1095	1203
Tdrd1	0	0	0	0
Tdrd7	308	389	489	320
Tdrd6	26	0	0	0
Tdrd5	0	0	0	0
Atp6v0a4	0	0	0	0
Atp6v0a1	25	7	30	25
Zfp69	256	341	384	355
Zfp68	1691	1870	1776	1827
Zfp65	275	151	261	263
Zfp64	1070	774	958	1019
Zfp62	2258	2387	1696	2795
Zfp61	361	313	488	336
Zfp60	921	675	863	543
Ncdn	2357	3314	2615	2735
Plcg2	404	262	380	644
Plcg1	5398	5758	5642	6839
Pou3f3	0	0	2	0
Slamf7	5777	5186	6451	6873
Rnf214	604	741	643	731
Nov	0	0	0	0
Zfp329	847	992	892	866
Zfp326	117	118	176	178
Foxd4	0	0	0	0
Zfp324	288	263	371	295
Foxd2	54	98	144	93
Foxd3	0	0	0	0
Foxd1	0	0	0	0
Gm17830	0	0	0	0
Bhlha15	7	4	11	1
Csnk1a1	7866	8643	7855	9693
4930513D17Rik	0	0	0	0
Dos	74	78	94	80
Acan	0	0	0	0
Unc13d	3661	4690	4776	5340
Unc13b	0	27	8	35
Unc13c	0	0	14	4
Unc13a	6	8	2	9
1700028B04Rik	0	0	0	0
Cldn12	101	189	154	294
Cldn13	1	0	0	37
Cldn10	21	1	10	10
Cldn11	0	0	0	0
Ifnk	0	0	0	0
Cldn17	0	0	0	0
Cldn14	0	0	0	0
Cldn15	0	0	0	10
Ifng	488	389	675	405
Ifne	0	0	0	0
Cldn19	0	0	0	0
Slc5a4a	0	0	0	0
Slc5a4b	0	0	1	0
Ifnz	0	0	0	0
Ciita	35	16	18	63
Fn1	2	0	33	307
Esp24	1	0	0	0
Esp23	0	0	0	0
Glmp	3861	3682	3740	4169
2610301B20Rik	553	815	714	799
Mbd5	394	399	493	430
Mbd4	422	358	381	355
Mbd6	114	140	145	191
Mbd1	1142	1431	1276	1487
Pabpc4l	2	0	0	0
Mbd3	2014	2550	2123	2192
Mbd2	5933	6067	6964	7201
Glmn	426	566	467	860
Arhgef9	0	3	27	0
Arhgef6	4888	5606	6523	6456
Arhgef7	605	568	600	584
Arhgef4	449	424	504	540
Arhgef5	1	118	95	88
Arhgef2	4610	5976	6340	6393
Arhgef3	10358	11374	10925	13811
Arhgef1	22947	22974	28352	29389
Ung	43	68	113	114
Hotairm1	0	0	0	0
Unk	1048	1249	1430	1287
Frrs1l	0	0	0	0
Ccdc42b	0	0	0	0
Gm4971	0	0	0	0
Gm8221	0	0	0	0
Nup210l	94	67	61	85
Gpr65	1521	1749	1540	1905
Gpr62	16	6	30	35
Gpr63	2	0	1	0
4930407G08Rik	0	0	0	0
Tyw5	284	219	404	280
Tyw1	1814	1861	1944	1950
Gpr68	4385	3912	3780	4322
Tyw3	157	194	172	119
Traf1	5164	5816	5445	6764
Traf2	2479	2670	2344	2641
Traf3	2080	2309	2272	2629
Traf4	419	448	551	800
Traf5	1608	1634	1245	1597
Traf6	2892	2722	2821	3078
Traf7	1556	1265	1510	1506
Pnpt1	1571	1424	2234	2177
Acin1	2314	3048	2974	2706
Cyhr1	2362	2889	2593	2921
1110036E04Rik	0	0	0	2
9830132P13Rik	16	0	0	0
Mutyh	313	282	453	269
Spt1	0	0	0	0
Rnpepl1	2824	3073	2971	2915
Gm128	83	85	86	62
Kdm7a	3905	4232	3417	3738
Fus	496	387	594	608
Nutf2	59	85	194	114
Kiz	815	723	687	935
Ces2b	0	0	0	0
Ces2c	1	0	0	3
Ces2e	0	0	0	0
Ces2f	0	0	0	0
Ces2g	0	0	0	7
Ces2h	0	0	0	0
Kit	0	0	0	10
Rhox2c	0	0	0	0
Rhox2b	0	0	0	0
Rhox2a	0	0	0	0
Rhox2g	0	0	0	0
Kin	689	609	746	831
Rhox2e	0	0	0	0
Rhox2d	0	0	0	0
Rhox2h	0	0	0	0
Pttg1ip	4411	4844	4329	5517
Cd55b	0	0	0	0
Kti12	1173	1376	1179	1517
Alms1	18	63	124	22
Tarm1	34	16	2	0
Tspan32	1202	1000	1442	1620
Tspan33	0	0	2	39
Tspan31	3283	2871	3522	3961
Ccdc85c	2	0	1	7
Ccdc85b	861	965	976	1045
Ccdc85a	0	0	0	1
Gm53	0	0	0	0
Snord58b	3	10	10	9
Glcci1	794	788	1194	995
Btla	1426	1292	1211	2122
4930563H07Rik	0	0	0	0
Ifnab	0	0	0	0
Mir465c-1	0	0	0	0
Mir465c-2	0	0	0	0
Gm9899	0	0	0	0
Gm9895	4	0	1	1
Sftpd	1	0	0	0
Ifna9	0	0	0	0
Asphd1	2	1	1	0
Sftpb	0	5	5	0
Sftpc	27	0	32	0
Ifna2	0	0	0	0
Tmf1	1764	1669	2432	2190
Ifna7	0	0	9	0
Ifna6	0	0	0	0
Ifna5	0	0	0	0
Ifna4	0	0	0	0
Pcyox1l	153	122	152	170
Nckipsd	417	781	612	669
Cryab	2	0	0	0
Cryaa	0	0	0	0
Sept10	16	12	41	49
Ldhb	164	199	139	208
Gm973	0	13	0	11
Sept12	0	0	0	0
2010204K13Rik	10	8	28	17
Npvf	0	0	0	0
2810403D21Rik	31	35	94	71
Rpl31-ps12	1	1	2	1
Zscan18	190	274	201	84
Zscan10	1	5	0	0
Zscan12	437	555	645	533
Pard3	87	62	170	27
Cyp19a1	0	0	0	0
Sdr9c7	0	0	0	0
Lrg1	68	52	99	157
AK010878	296	368	329	482
Eif2b4	1100	1037	973	1433
Eif2b5	2883	2808	2559	2872
Eif2b2	1569	1800	1768	2155
Eif2b3	832	966	1034	1112
Eif2b1	1308	1163	1239	1396
Pcf11	5231	4864	5575	5984
Rnf19b	2021	1191	1890	2223
Rnf19a	2241	2598	2535	2651
Ankrd52	180	217	148	298
Abhd17a	1753	1999	1890	2217
Abhd17b	962	901	1162	1008
Abhd17c	1085	1173	1279	1411
Pebp4	0	0	0	0
Ankrd54	1157	1050	1257	1393
Ankrd55	0	0	0	0
Tfcp2	313	234	270	467
Fst	0	0	2	0
Ptpn2	3629	3592	4047	4064
Mpeg1	1	0	12	164
Tapbp	18699	21960	21521	23899
Stag2	8769	9753	8129	8535
Nubp2	1872	1874	2041	2174
Nubp1	1305	1227	1569	1650
Zfp207	6573	7029	7050	7344
Zfp202	253	145	264	310
Rab3il1	0	15	0	0
Icos	1788	2016	1903	1506
Olfr242	0	0	0	0
Olfr243	0	0	0	0
Olfr248	0	0	0	0
Ccna2	66	76	247	390
Ccna1	0	0	0	0
9630028I04Rik	0	0	0	0
Cldn8	0	0	0	0
Cldn9	0	0	0	0
Ptpn6	11372	14589	10590	11658
Cldn1	0	0	0	0
Cldn2	0	0	0	0
D830046C22Rik	1	15	5	15
Cldn4	0	4	0	0
Cldn5	0	0	0	0
Cldn6	0	0	0	0
Cldn7	0	0	0	0
Stag1	4068	4078	4319	5133
Umod	0	0	0	0
Psmc3ip	129	112	109	116
Dnajc4	272	210	263	377
Serpini1	806	754	971	950
Serpini2	2	0	6	0
Prkra	101	86	163	113
Kcnk15	0	0	0	0
Dnajc1	3080	2970	3053	3312
Dnajc2	1719	2094	1652	2306
Ferd3l	0	0	0	0
Ginm1	1169	1291	1343	1449
Mir7675	4	7	8	8
Mir7674	24	22	13	27
Mir7677	0	0	0	0
Mir7671	0	2	0	5
Mir7670	0	0	0	0
Mir7673	3	0	1	8
Mir7672	0	0	0	0
Mir7679	0	0	4	0
Mir7678	0	0	0	0
4933421O10Rik	22	48	36	48
Mir148a	0	1	0	0
Mir148b	0	0	0	0
4930440I19Rik	0	1	0	0
Ceacam1	0	0	0	30
1700071K01Rik	0	0	0	0
Ceacam3	0	0	0	0
Ceacam2	0	0	4	0
Ceacam5	0	0	0	0
Ceacam9	0	0	0	0
Wfdc15a	0	0	0	0
Wfdc15b	0	0	0	0
Ice2	919	1075	1165	1020
Gm14085	1	5	1	3
Shoc2	3826	4038	4122	4242
Rsl24d1	1252	1109	1102	1558
4833418N02Rik	4	8	4	14
Mir96	0	0	0	0
Mir93	0	1	1	1
Mir98	0	0	0	0
Dnajc30	539	645	708	648
4933411E08Rik	1	0	0	2
Cd48	14606	11573	16320	16744
4930414N06Rik	0	0	1	0
Gm12709	0	0	0	0
Vmn2r39	0	0	0	0
Vmn2r38	0	0	0	0
Nrros	3613	4562	4425	5475
Vmn2r31	0	0	0	0
Vmn2r30	0	0	0	0
Vmn2r33	0	2	0	0
Vmn2r32	1	6	11	0
Vmn2r35	0	0	0	0
Vmn2r34	0	0	0	0
Vmn2r37	0	0	5	0
Vmn2r36	0	0	0	0
Grwd1	980	1311	1132	1327
Icosl	273	212	435	346
Scara3	0	0	0	0
2500002B13Rik	10	13	4	7
Scara5	0	0	0	0
Max	632	484	503	643
Maz	1346	1672	1820	2042
L3mbtl3	1615	1876	1260	2116
Slc33a1	746	551	927	954
Actl7b	0	0	0	0
Actl7a	0	0	0	0
Mag	0	0	0	0
Maf	53	43	21	77
Mak	1	0	4	5
4930470H14Rik	0	0	0	0
Mal	44	1	17	0
Snora20	3	1	2	0
Snora21	2	0	0	0
Snora23	2	1	5	0
Snora24	0	0	0	0
Snora26	0	0	0	0
Snora28	328	293	300	233
Cask	111	77	103	25
Cast	9822	11356	11251	11255
Casr	0	0	0	0
4933438B17Rik	0	0	17	3
Scgb2b7	0	0	0	0
Scgb2b2	0	0	0	0
Scgb2b3	0	0	0	0
Olfr29-ps1	0	0	0	0
Prox1	0	0	0	0
Prox2	31	57	133	302
Rep15	0	0	0	0
Tomm6os	8	4	22	10
1700008K24Rik	0	0	0	0
B230319C09Rik	0	9	7	0
Fam179a	0	0	4	0
Fam179b	2140	3163	2196	2091
Ccdc38	27	73	19	4
Ccdc39	34	34	41	14
Ccdc32	430	569	641	588
Cptp	858	643	707	910
Ccdc30	72	138	71	63
4930567H17Rik	0	0	0	0
Ccdc36	0	0	0	0
Ccdc37	6	13	7	11
Ccdc34	139	132	157	174
Csrnp3	0	0	0	0
Gtf3c3	1189	784	1061	1277
Gtf3c2	3846	4665	4250	4196
Gtf3c1	1747	2065	1869	2677
Gtf3c6	1321	1085	1136	1517
4930470P17Rik	0	0	0	0
Gtf3c4	1336	942	1403	1272
4930452N14Rik	0	0	0	0
Gm4787	36	28	13	25
Gm4788	4	0	0	0
Syce1	19	10	10	8
Syce3	0	0	0	0
Syce2	117	108	105	180
Gm7325	0	0	0	0
Tmem248	3463	3644	3786	4161
Atp5j2	1600	1517	1753	2297
Tmem245	986	1025	1080	821
Tmem246	0	2	0	0
Tmem247	0	0	0	0
Tmem240	1	1	1	8
Fcho2	3322	3730	4430	3586
Tmem242	304	290	390	435
Tmem243	1229	1371	1346	1735
Mirlet7a-2	0	0	0	0
Mirlet7a-1	0	0	0	0
4930502A04Rik	0	0	0	0
Gm4432	29	25	35	37
C4a	64	1	13	0
C4b	0	0	0	14
Wipf3	0	0	0	0
Wipf2	476	552	701	678
Wipf1	6229	6714	6550	8223
Hoxc11	0	0	0	0
Hoxc10	0	0	0	0
Hoxc13	0	0	0	1
Hoxc12	0	0	0	0
Uhmk1	1194	1278	930	1036
Srprb	1487	1634	1500	1663
Gm6498	2	1	25	0
Leprotl1	11071	12784	10984	13699
Bid	1459	1728	1331	1474
Kptn	380	375	402	681
Lipo1	271	243	160	395
Gm8923	0	0	0	0
0610039K10Rik	3	1	2	2
Ctsll3	0	0	0	0
Rnpc3	615	598	746	841
1600025M17Rik	0	0	0	0
Nadsyn1	502	462	566	586
Dscr3	2299	2293	2772	3088
S100a9	0	0	0	365
S100a8	0	0	1	386
S100a5	1	0	4	0
S100a4	949	545	1044	1083
S100a6	8438	7737	9685	12490
S100a1	60	29	70	103
S100a3	11	11	17	5
S100a2	0	2	2	3
Ap3b1	3882	3580	3976	4675
Pla2g6	337	478	407	393
1700095B10Rik	0	0	0	0
Ap3b2	0	0	0	1
B4gat1	511	554	531	604
Doxl2	0	0	0	0
2010310C07Rik	0	3	2	1
BC100530	0	0	0	0
Odf2l	37	55	129	76
Pcyox1	743	712	574	1183
Usf2	294	264	327	376
Usf1	1252	1684	1444	1837
Gm8693	0	0	0	0
2310061N02Rik	0	0	0	0
Jrkl	95	129	193	217
D130020L05Rik	12	12	49	10
Tut1	2034	2247	1983	2033
1700034O15Rik	0	0	10	0
Ylpm1	1351	1555	1325	1560
Oser1	1559	1861	1723	1835
Snora3	12	18	20	30
Fgfrl1	27	62	46	30
Cyp3a57	0	0	0	1
Cyp3a59	2	0	0	0
A730090H04Rik	0	7	0	0
Dmrtc2	0	0	0	0
Zeb1	1037	1189	1181	1027
Zeb2	4882	2979	5328	4069
Serhl	309	274	457	627
Fam189b	5636	6825	5755	7720
Negr1	0	0	0	5
Cd180	6	0	11	3
Bpnt1	560	919	615	726
Nup98	3460	4904	4015	4503
Nup93	1615	1859	1920	1823
Dll1	0	13	0	0
Dll3	0	0	0	0
Dll4	0	0	0	0
6030498E09Rik	0	0	0	2
Ankfn1	0	0	0	0
Mixl1	1	2	0	0
Tmed7	4391	4549	4758	5445
Tmed6	0	0	0	0
Tmed5	3025	2999	3089	3616
Tmed4	1461	1532	1819	1546
Tmed3	1207	1131	1295	1438
Tmed2	6793	6963	7563	8125
Tmed1	167	179	280	219
Tmed9	4563	4112	3931	5076
Tmed8	537	758	715	975
